weather_id,site_id,weather_date,avg_temperature_c,wind_speed_mps,solar_irradiance_kwh_m2,rainfall_mm
W01417,S004,2024-11-14,16.56,4.85,3.53,2.61
W01418,S004,2024-11-15,11.54,5.23,0.97,2.55
W01419,S004,2024-11-16,10.38,6.05,0.2,5.05
W01420,S004,2024-11-17,14.3,5.98,2.57,0
W01421,S004,2024-11-18,4.78,4.13,1.08,1.55
W01422,S004,2024-11-19,7.6,2.43,2.67,6.13
W01423,S004,2024-11-20,2.45,2.83,1.91,11.0
W01424,S004,2024-11-21,17.19,6.07,1.35,2.04
W01425,S004,2024-11-22,6.45,2.98,1.91,0
W01426,S004,2024-11-23,10.1,6.85,1.13,0
W01427,S004,2024-11-24,14.18,5.15,1.05,0
W01428,S004,2024-11-25,3.29,4.46,1.24,0
W01429,S004,2024-11-26,6.72,2.64,1.19,0.08
W01430,S004,2024-11-27,13.94,8.9,1.67,4.87
W01431,S004,2024-11-28,8.36,3.63,2.88,3.03
W01432,S004,2024-11-29,17.43,1,1.67,8.9
W01433,S004,2024-11-30,8.27,4.79,0.35,0.19
W01434,S004,2024-12-01,3.9,4.82,3.77,8.85
W01435,S004,2024-12-02,8.05,4.08,2.19,3.66
W01436,S004,2024-12-03,1.9,4.45,2.15,0.08
W01437,S004,2024-12-04,5.98,5.74,2.63,6.65
W01438,S004,2024-12-05,5.32,4.42,1.78,5.8
W01439,S004,2024-12-06,7.09,4.59,1.45,3.37
W01440,S004,2024-12-07,9.97,2.3,2.26,3.34
W01441,S004,2024-12-08,16.08,5.45,2.75,2.36
W01442,S004,2024-12-09,10.11,5.49,1.54,0.61
W01443,S004,2024-12-10,13.67,3.46,1.49,5.74
W01444,S004,2024-12-11,1.28,2.59,2.94,1.53
W01445,S004,2024-12-12,7.84,5.11,2.39,0
W01446,S004,2024-12-13,6.33,5.66,2.56,4.04
W01447,S004,2024-12-14,7.84,3.96,3.28,0.03
W01448,S004,2024-12-15,7.56,3.03,1.96,0
W01449,S004,2024-12-16,6.21,7.63,2.14,0
W01450,S004,2024-12-17,9.61,4.89,2.74,2.6
W01451,S004,2024-12-18,11.7,3.91,0.85,3.66
W01452,S004,2024-12-19,5.79,3.85,1.14,7.67
W01453,S004,2024-12-20,7.43,5.34,1.76,0
W01454,S004,2024-12-21,3.85,5.73,2.0,11.75
W01455,S004,2024-12-22,9.6,7.39,1.64,0
W01456,S004,2024-12-23,8.14,4.38,1.56,0
W01457,S004,2024-12-24,4.47,4.8,1.75,4.84
W01458,S004,2024-12-25,6.67,6.16,1.53,4.61
W01459,S004,2024-12-26,6.41,2.1,1.96,4.81
W01460,S004,2024-12-27,-0.48,3.62,2.75,4.15
W01461,S004,2024-12-28,7.63,7.67,2.62,5.47
W01462,S004,2024-12-29,1.54,2.37,3.3,0
W01463,S004,2024-12-30,8.58,2.48,0.1,0
W01464,S004,2024-12-31,13.07,5.85,3.28,4.33
W01465,S005,2024-01-01,11.51,6.57,2.28,0
W01466,S005,2024-01-02,7.8,7.4,2.92,0
W01467,S005,2024-01-03,7.16,6.37,0.82,5.2
W01468,S005,2024-01-04,6.28,8.94,0.52,1.35
W01469,S005,2024-01-05,7.45,7.81,1.69,3.25
W01470,S005,2024-01-06,2.46,7.78,2.76,6.02
W01471,S005,2024-01-07,2.53,8.87,1.6,1.14
W01472,S005,2024-01-08,6.41,4.46,2.61,2.75
W01473,S005,2024-01-09,2.74,9.55,1.24,7.54
W01474,S005,2024-01-10,15.38,6.59,0.99,1.0
W01475,S005,2024-01-11,-2.59,7.24,2.7,0
W01476,S005,2024-01-12,7.41,7.95,3.43,0
W01477,S005,2024-01-13,5.42,5.57,1.79,0
W01478,S005,2024-01-14,7.85,7.05,2.94,7.3
W01479,S005,2024-01-15,12.93,10.01,2.7,2.18
W01480,S005,2024-01-16,10.44,10.78,1.79,1.06
W01481,S005,2024-01-17,13.55,10.73,1.99,0.16
W01482,S005,2024-01-18,7.05,9.45,0.82,1.29
W01483,S005,2024-01-19,3.5,8.13,2.29,5.48
W01484,S005,2024-01-20,-3.43,9.52,2.98,2.61
W01485,S005,2024-01-21,8.49,7.85,2.88,5.63
W01486,S005,2024-01-22,14.96,8.88,2.73,0
W01487,S005,2024-01-23,6.18,4.12,2.13,1.96
W01488,S005,2024-01-24,7.21,12.72,2.31,6.08
W01489,S005,2024-01-25,11.22,7.27,1.21,6.11
W01490,S005,2024-01-26,6.23,8.59,2.29,0
W01491,S005,2024-01-27,0.5,9.68,1.89,4.92
W01492,S005,2024-01-28,9.73,10.17,2.53,9.05
W01493,S005,2024-01-29,19.16,9.03,1.98,7.52
W01494,S005,2024-01-30,9.28,6.71,3.11,0
W01495,S005,2024-01-31,5.0,10.44,2.65,3.02
W01496,S005,2024-02-01,16.28,10.81,1.79,2.53
W01497,S005,2024-02-02,2.87,4.19,1.51,0
W01498,S005,2024-02-03,7.65,7.61,2.81,1.3
W01499,S005,2024-02-04,12.54,5.31,2.84,1.0
W01500,S005,2024-02-05,2.64,7.4,2.64,3.09
W01501,S005,2024-02-06,10.28,9.08,2.22,0
W01502,S005,2024-02-07,7.35,4.04,2.11,6.97
W01503,S005,2024-02-08,4.91,7.35,2.3,6.45
W01504,S005,2024-02-09,-1.0,8.59,2.37,0
W01505,S005,2024-02-10,9.61,9.96,2.13,3.63
W01506,S005,2024-02-11,0.9,7.42,1.76,7.97
W01507,S005,2024-02-12,-4.53,6.04,2.27,0
W01508,S005,2024-02-13,10.25,4.94,2.67,1.96
W01509,S005,2024-02-14,5.64,7.89,2.19,0
W01510,S005,2024-02-15,4.9,12.45,2.85,4.51
W01511,S005,2024-02-16,10.39,9.8,2.7,0.66
W01512,S005,2024-02-17,7.08,12.34,2.91,0
W01513,S005,2024-02-18,6.37,8.3,1.51,5.88
W01514,S005,2024-02-19,15.08,8.38,1.42,0
W01515,S005,2024-02-20,13.07,11.22,2.07,1.38
W01516,S005,2024-02-21,10.92,9.79,2.12,1.16
W01517,S005,2024-02-22,8.5,7.13,3.33,3.51
W01518,S005,2024-02-23,2.75,8.89,2.09,6.35
W01519,S005,2024-02-24,-0.36,13.31,1.93,0
W01520,S005,2024-02-25,2.16,7.07,1.62,2.94
W01521,S005,2024-02-26,5.05,11.51,3.56,6.03
W01522,S005,2024-02-27,9.64,11.07,2.99,1.86
W01523,S005,2024-02-28,-1.14,6.43,1.08,3.51
W01524,S005,2024-02-29,4.96,11.63,2.16,5.39
W01525,S005,2024-03-01,6.08,9.27,1.35,0
W01526,S005,2024-03-02,19.82,10.84,2.46,0.05
W01527,S005,2024-03-03,17.27,11.84,2.59,6.01
W01528,S005,2024-03-04,14.63,8.21,2.98,3.0
W01529,S005,2024-03-05,16.41,10.89,2.39,5.39
W01530,S005,2024-03-06,12.38,11.9,2.04,5.92
W01531,S005,2024-03-07,15.55,8.6,2.05,1.81
W01532,S005,2024-03-08,22.49,12.49,1.48,0
W01533,S005,2024-03-09,28.52,7.57,2.19,2.38
W01534,S005,2024-03-10,14.78,6.11,1.77,0
W01535,S005,2024-03-11,21.96,7.58,2.06,1.37
W01536,S005,2024-03-12,26.45,11.35,2.39,6.71
W01537,S005,2024-03-13,21.89,11.73,1.28,0
W01538,S005,2024-03-14,19.39,10.78,1.67,4.9
W01539,S005,2024-03-15,11.27,9.68,2.13,0
W01540,S005,2024-03-16,17.98,8.37,1.95,6.53
W01541,S005,2024-03-17,8.71,6.27,2.65,0.25
W01542,S005,2024-03-18,19.81,9.62,1.83,0
W01543,S005,2024-03-19,19.02,11.2,1.63,1.31
W01544,S005,2024-03-20,15.62,4.14,2.34,1.18
W01545,S005,2024-03-21,16.7,9.36,3.1,5.38
W01546,S005,2024-03-22,18.31,12.16,2.77,5.5
W01547,S005,2024-03-23,21.26,6.44,1.72,0
W01548,S005,2024-03-24,17.6,9.5,2.66,0
W01549,S005,2024-03-25,16.65,4.76,1.23,0
W01550,S005,2024-03-26,13.5,4.54,2.27,0.43
W01551,S005,2024-03-27,16.95,9.75,2.17,2.92
W01552,S005,2024-03-28,15.87,10.06,4.13,1.94
W01553,S005,2024-03-29,12.01,7.96,1.08,2.59
W01554,S005,2024-03-30,26.78,10.69,3.19,1.01
W01555,S005,2024-03-31,19.05,8.51,1.29,2.29
W01556,S005,2024-04-01,10.5,8.79,2.92,0
W01557,S005,2024-04-02,19.36,7.15,1.09,4.23
W01558,S005,2024-04-03,13.0,7.46,3.17,4.11
W01559,S005,2024-04-04,19.07,13.07,2.61,2.0
W01560,S005,2024-04-05,14.9,7.3,1.23,6.55
W01561,S005,2024-04-06,17.72,10.25,2.32,0.56
W01562,S005,2024-04-07,12.8,8.87,3.32,6.39
W01563,S005,2024-04-08,20.92,10.53,2.68,0.89
W01564,S005,2024-04-09,24.27,7.33,0.83,0.16
W01565,S005,2024-04-10,21.5,7.9,2.77,1.02
W01566,S005,2024-04-11,20.82,7.68,3.13,8.89
W01567,S005,2024-04-12,23.11,10.28,2.43,1.78
W01568,S005,2024-04-13,16.25,6.2,2.89,6.17
W01569,S005,2024-04-14,21.81,9.43,1.71,4.16
W01570,S005,2024-04-15,20.44,7.48,3.73,0
W01571,S005,2024-04-16,14.0,8.77,2.09,7.35
W01572,S005,2024-04-17,20.31,7.01,3.2,0
W01573,S005,2024-04-18,13.21,11.5,4.47,2.74
W01574,S005,2024-04-19,22.7,7.1,1.93,3.17
W01575,S005,2024-04-20,21.43,8.5,3.86,6.27
W01576,S005,2024-04-21,23.41,5.58,1.99,2.98
W01577,S005,2024-04-22,12.48,5.08,2.11,2.34
W01578,S005,2024-04-23,17.23,7.8,2.93,2.1
W01579,S005,2024-04-24,17.69,4.92,1.94,0.5
W01580,S005,2024-04-25,14.1,9.86,2.67,4.06
W01581,S005,2024-04-26,12.91,6.93,2.62,6.54
W01582,S005,2024-04-27,17.61,10.83,3.18,3.07
W01583,S005,2024-04-28,24.39,12.32,2.23,4.61
W01584,S005,2024-04-29,14.2,8.32,3.0,3.74
W01585,S005,2024-04-30,4.7,7.68,2.6,0
W01586,S005,2024-05-01,10.89,12.18,1.05,4.26
W01587,S005,2024-05-02,17.04,13.03,1.69,4.16
W01588,S005,2024-05-03,21.92,6.84,2.44,9.48
W01589,S005,2024-05-04,9.29,8.14,1.64,0
W01590,S005,2024-05-05,15.86,10.02,0.94,3.93
W01591,S005,2024-05-06,24.81,9.02,3.51,5.24
W01592,S005,2024-05-07,18.14,2.05,1.66,3.89
W01593,S005,2024-05-08,18.87,8.22,0.1,1.77
W01594,S005,2024-05-09,10.55,9.63,0.96,0.56
W01595,S005,2024-05-10,14.0,10.79,1.13,1.09
W01596,S005,2024-05-11,18.09,7.14,1.65,6.57
W01597,S005,2024-05-12,16.76,12.14,2.27,1.82
W01598,S005,2024-05-13,19.66,11.48,2.61,7.11
W01599,S005,2024-05-14,20.71,10.2,2.71,5.07
W01600,S005,2024-05-15,5.63,11.53,2.43,2.47
W01601,S005,2024-05-16,13.76,9.81,1.35,5.21
W01602,S005,2024-05-17,19.61,8.32,0.51,2.65
W01603,S005,2024-05-18,19.3,12.1,1.61,5.92
W01604,S005,2024-05-19,17.1,6.61,1.49,2.55
W01605,S005,2024-05-20,20.01,9.19,2.24,4.35
W01606,S005,2024-05-21,18.83,11.28,3.74,0
W01607,S005,2024-05-22,25.56,8.46,3.94,0
W01608,S005,2024-05-23,16.38,11.35,1.41,1.31
W01609,S005,2024-05-24,15.94,7.32,0.12,5.55
W01610,S005,2024-05-25,23.18,2.59,1.45,0.77
W01611,S005,2024-05-26,16.59,7.21,4.16,0
W01612,S005,2024-05-27,14.29,7.27,2.63,3.38
W01613,S005,2024-05-28,19.92,11.69,2.32,3.15
W01614,S005,2024-05-29,12.99,5.59,1.32,2.57
W01615,S005,2024-05-30,11.99,4.59,1.33,6.26
W01616,S005,2024-05-31,16.44,10.28,1.69,7.74
W01617,S005,2024-06-01,13.44,10.08,0.51,0
W01618,S005,2024-06-02,14.31,6.81,2.38,9.81
W01619,S005,2024-06-03,16.14,12.56,2.67,0
W01620,S005,2024-06-04,18.46,10.63,1.64,3.51
W01621,S005,2024-06-05,8.68,7.12,1.69,0
W01622,S005,2024-06-06,10.51,10.16,2.16,5.0
W01623,S005,2024-06-07,3.87,9.08,1.75,5.62
W01624,S005,2024-06-08,31.85,11.76,2.26,0
W01625,S005,2024-06-09,9.98,3.14,2.08,0
W01626,S005,2024-06-10,5.36,5.88,3.02,0
W01627,S005,2024-06-11,14.4,11.02,2.57,0
W01628,S005,2024-06-12,14.12,3.7,1.31,3.69
W01629,S005,2024-06-13,23.92,10.52,2.74,0
W01630,S005,2024-06-14,8.68,7.83,1.82,0
W01631,S005,2024-06-15,22.38,8.9,1.27,4.8
W01632,S005,2024-06-16,24.91,7.34,2.18,0
W01633,S005,2024-06-17,23.27,7.65,1.16,6.73
W01634,S005,2024-06-18,5.54,8.21,1.39,0.01
W01635,S005,2024-06-19,18.99,7.12,2.03,5.34
W01636,S005,2024-06-20,6.55,4.98,2.02,3.46
W01637,S005,2024-06-21,18.14,8.02,1.11,0
W01638,S005,2024-06-22,16.62,8.93,3.38,3.11
W01639,S005,2024-06-23,11.91,8.79,1.73,0
W01640,S005,2024-06-24,7.65,10.73,2.2,2.22
W01641,S005,2024-06-25,19.89,10.95,2.77,1.18
W01642,S005,2024-06-26,24.59,7.25,1.76,7.71
W01643,S005,2024-06-27,24.95,7.82,3.8,0
W01644,S005,2024-06-28,19.7,5.71,2.42,0
W01645,S005,2024-06-29,16.34,16.33,2.05,8.09
W01646,S005,2024-06-30,14.28,11.05,3.47,7.05
W01647,S005,2024-07-01,9.12,5.15,2.45,3.05
W01648,S005,2024-07-02,14.61,7.68,1.86,10.44
W01649,S005,2024-07-03,19.16,10.41,2.61,0.98
W01650,S005,2024-07-04,16.78,8.63,3.26,2.3
W01651,S005,2024-07-05,14.62,10.72,1.92,0.93
W01652,S005,2024-07-06,6.77,5.88,2.25,0
W01653,S005,2024-07-07,26.0,10.09,2.35,1.66
W01654,S005,2024-07-08,16.98,11.19,2.22,11.57
W01655,S005,2024-07-09,16.89,7.42,2.15,1.23
W01656,S005,2024-07-10,14.49,8.79,2.33,0
W01657,S005,2024-07-11,16.76,8.33,3.21,7.72
W01658,S005,2024-07-12,12.82,6.0,3.09,2.47
W01659,S005,2024-07-13,21.93,7.22,2.68,7.9
W01660,S005,2024-07-14,15.01,11.02,1.52,10.64
W01661,S005,2024-07-15,11.83,5.72,2.87,0
W01662,S005,2024-07-16,21.16,9.51,1.75,0
W01663,S005,2024-07-17,18.26,8.8,1.34,9.87
W01664,S005,2024-07-18,14.38,9.36,1.6,0
W01665,S005,2024-07-19,16.18,7.24,1.98,10.05
W01666,S005,2024-07-20,10.54,7.33,3.74,5.96
W01667,S005,2024-07-21,12.3,10.96,2.14,0
W01668,S005,2024-07-22,22.43,7.28,3.03,0
W01669,S005,2024-07-23,20.55,7.26,1.96,3.01
W01670,S005,2024-07-24,17.41,8.7,1.21,3.18
W01671,S005,2024-07-25,9.23,14.77,1.8,2.1
W01672,S005,2024-07-26,20.26,4.93,0.61,0
W01673,S005,2024-07-27,7.05,8.86,1.62,4.08
W01674,S005,2024-07-28,20.0,12.25,2.7,1.38
W01675,S005,2024-07-29,8.18,8.03,1.19,2.12
W01676,S005,2024-07-30,18.82,9.05,3.26,3.68
W01677,S005,2024-07-31,22.52,9.38,1.17,6.78
W01678,S005,2024-08-01,9.42,6.53,2.07,2.68
W01679,S005,2024-08-02,19.96,2.68,3.26,0
W01680,S005,2024-08-03,14.36,8.25,2.38,1.55
W01681,S005,2024-08-04,14.58,7.98,1.08,3.13
W01682,S005,2024-08-05,12.46,6.84,1.25,2.13
W01683,S005,2024-08-06,16.25,12.44,2.16,1.69
W01684,S005,2024-08-07,9.51,9.21,2.3,0.3
W01685,S005,2024-08-08,20.01,6.56,2.47,0
W01686,S005,2024-08-09,10.27,4.35,0.96,0
W01687,S005,2024-08-10,10.93,9.68,2.23,10.84
W01688,S005,2024-08-11,14.57,11.02,3.29,0.07
W01689,S005,2024-08-12,17.84,6.67,1.25,11.8
W01690,S005,2024-08-13,22.83,6.85,2.37,0
W01691,S005,2024-08-14,23.59,6.47,2.88,4.7
W01692,S005,2024-08-15,20.5,7.36,2.69,7.54
W01693,S005,2024-08-16,9.71,7.0,2.01,3.17
W01694,S005,2024-08-17,14.59,9.0,2.23,0
W01695,S005,2024-08-18,10.78,4.98,3.2,5.33
W01696,S005,2024-08-19,23.51,8.02,3.42,0
W01697,S005,2024-08-20,13.72,3.07,2.48,5.73
W01698,S005,2024-08-21,17.07,6.39,1.33,7.51
W01699,S005,2024-08-22,12.22,7.15,1.4,8.59
W01700,S005,2024-08-23,16.13,12.59,2.01,2.55
W01701,S005,2024-08-24,18.37,13.65,3.16,3.57
W01702,S005,2024-08-25,19.58,6.61,2.6,3.69
W01703,S005,2024-08-26,6.94,13.11,2.78,3.83
W01704,S005,2024-08-27,22.93,9.18,4.1,7.85
W01705,S005,2024-08-28,10.0,11.82,3.17,3.08
W01706,S005,2024-08-29,19.33,10.34,2.86,3.8
W01707,S005,2024-08-30,19.7,9.36,3.88,0
W01708,S005,2024-08-31,18.35,8.56,2.93,1.13
W01709,S005,2024-09-01,1.87,7.12,1.71,5.56
W01710,S005,2024-09-02,13.79,5.05,2.71,0
W01711,S005,2024-09-03,14.73,5.37,2.02,2.93
W01712,S005,2024-09-04,17.43,10.07,2.46,5.09
W01713,S005,2024-09-05,11.16,8.5,2.31,5.47
W01714,S005,2024-09-06,17.25,10.0,1.2,7.53
W01715,S005,2024-09-07,19.85,8.9,2.19,6.09
W01716,S005,2024-09-08,12.71,11.14,0.69,0.34
W01717,S005,2024-09-09,14.94,6.43,2.0,4.33
W01718,S005,2024-09-10,19.8,6.79,1.27,4.84
W01719,S005,2024-09-11,14.05,5.83,2.29,4.64
W01720,S005,2024-09-12,11.0,8.59,0.59,3.89
W01721,S005,2024-09-13,21.82,8.15,2.24,0
W01722,S005,2024-09-14,18.88,9.19,3.02,0
W01723,S005,2024-09-15,9.2,8.12,2.36,3.91
W01724,S005,2024-09-16,5.66,8.25,3.18,7.82
W01725,S005,2024-09-17,17.17,10.52,3.0,1.03
W01726,S005,2024-09-18,9.57,12.71,1.21,5.42
W01727,S005,2024-09-19,11.62,2.88,2.53,0
W01728,S005,2024-09-20,16.89,9.28,2.5,4.54
W01729,S005,2024-09-21,12.36,9.17,2.86,2.54
W01730,S005,2024-09-22,14.24,8.0,2.18,5.31
W01731,S005,2024-09-23,19.93,12.36,2.29,0.92
W01732,S005,2024-09-24,23.15,6.94,3.31,1.64
W01733,S005,2024-09-25,15.63,5.68,2.44,0
W01734,S005,2024-09-26,11.4,5.57,1.04,8.3
W01735,S005,2024-09-27,11.06,7.74,2.13,0.54
W01736,S005,2024-09-28,11.16,6.08,3.3,0
W01737,S005,2024-09-29,15.34,6.85,0.96,3.09
W01738,S005,2024-09-30,13.57,8.3,1.57,0
W01739,S005,2024-10-01,14.37,10.6,2.48,6.72
W01740,S005,2024-10-02,11.56,7.87,3.13,5.43
W01741,S005,2024-10-03,23.82,10.64,1.36,3.7
W01742,S005,2024-10-04,12.9,4.85,0.94,2.96
W01743,S005,2024-10-05,18.77,5.77,1.67,5.54
W01744,S005,2024-10-06,23.35,6.76,2.59,5.89
W01745,S005,2024-10-07,9.64,7.83,1.75,0
W01746,S005,2024-10-08,16.64,10.67,1.18,1.84
W01747,S005,2024-10-09,13.49,7.39,1.98,2.71
W01748,S005,2024-10-10,18.57,9.13,2.39,7.83
W01749,S005,2024-10-11,17.82,4.31,2.27,0.39
W01750,S005,2024-10-12,20.89,9.28,1.58,7.27
W01751,S005,2024-10-13,12.33,9.2,3.3,5.98
W01752,S005,2024-10-14,20.12,6.12,2.85,5.27
W01753,S005,2024-10-15,7.07,9.16,2.31,0.64
W01754,S005,2024-10-16,11.06,10.29,1.94,0
W01755,S005,2024-10-17,22.53,6.66,1.44,0
W01756,S005,2024-10-18,12.13,9.41,2.2,3.26
W01757,S005,2024-10-19,10.59,8.52,3.3,1.62
W01758,S005,2024-10-20,12.4,6.1,1.71,1.44
W01759,S005,2024-10-21,12.97,5.14,2.12,7.1
W01760,S005,2024-10-22,16.83,3.58,1.78,10.59
W01761,S005,2024-10-23,13.13,11.15,2.45,5.64
W01762,S005,2024-10-24,9.53,6.31,1.46,0
W01763,S005,2024-10-25,5.89,6.49,3.16,0.79
W01764,S005,2024-10-26,16.55,5.51,0.98,3.05
W01765,S005,2024-10-27,19.91,4.65,2.07,1.98
W01766,S005,2024-10-28,14.87,10.18,3.18,0
W01767,S005,2024-10-29,20.12,5.71,1.7,7.39
W01768,S005,2024-10-30,10.58,8.32,3.31,2.9
W01769,S005,2024-10-31,18.55,10.58,2.74,0
W01770,S005,2024-11-01,15.09,7.26,3.62,1.33
W01771,S005,2024-11-02,2.81,8.33,1.69,2.41
W01772,S005,2024-11-03,17.11,8.33,2.01,1.36
W01773,S005,2024-11-04,0.53,10.7,3.69,7.12
W01774,S005,2024-11-05,9.99,12.6,3.09,6.3
W01775,S005,2024-11-06,4.26,13.62,2.17,0
W01776,S005,2024-11-07,-1.07,9.76,1.59,0
W01777,S005,2024-11-08,-1.95,10.86,0.68,6.28
W01778,S005,2024-11-09,6.57,8.22,2.18,2.41
W01779,S005,2024-11-10,2.62,7.93,3.0,0.5
W01780,S005,2024-11-11,8.58,6.98,2.65,1.49
W01781,S005,2024-11-12,6.0,8.85,3.82,0
W01782,S005,2024-11-13,6.2,6.92,3.23,5.53
W01783,S005,2024-11-14,13.06,6.33,2.1,3.05
W01784,S005,2024-11-15,7.29,9.35,1.37,4.54
W01785,S005,2024-11-16,10.44,5.16,1.62,0
W01786,S005,2024-11-17,-0.77,13.38,1.93,0
W01787,S005,2024-11-18,7.45,8.64,1.35,3.23
W01788,S005,2024-11-19,8.09,12.05,2.05,6.58
W01789,S005,2024-11-20,5.51,7.96,3.31,1.67
W01790,S005,2024-11-21,4.53,7.49,1.74,4.95
W01791,S005,2024-11-22,10.44,9.99,1.86,1.95
W01792,S005,2024-11-23,5.83,4.75,2.29,13.11
W01793,S005,2024-11-24,2.17,1.77,2.02,0
W01794,S005,2024-11-25,7.09,13.68,1.38,4.77
W01795,S005,2024-11-26,15.74,5.57,1.64,3.46
W01796,S005,2024-11-27,-2.97,9.65,3.3,7.47
W01797,S005,2024-11-28,5.7,6.22,1.69,0.1
W01798,S005,2024-11-29,12.85,7.12,0.62,0
W01799,S005,2024-11-30,2.5,10.2,1.38,2.24
W01800,S005,2024-12-01,10.85,6.57,0.43,0.68
W01801,S005,2024-12-02,3.57,10.03,1.93,6.36
W01802,S005,2024-12-03,10.09,6.89,2.64,0
W01803,S005,2024-12-04,13.38,4.89,3.15,0
W01804,S005,2024-12-05,4.62,11.53,2.57,3.92
W01805,S005,2024-12-06,2.7,7.68,3.04,4.18
W01806,S005,2024-12-07,16.5,8.52,1.21,3.35
W01807,S005,2024-12-08,15.05,10.28,1.75,1.25
W01808,S005,2024-12-09,-1.38,8.47,0.98,0.42
W01809,S005,2024-12-10,5.92,7.65,2.89,4.63
W01810,S005,2024-12-11,5.49,7.51,3.89,0
W01811,S005,2024-12-12,2.34,11.53,3.27,7.86
W01812,S005,2024-12-13,4.54,13.4,2.35,7.5
W01813,S005,2024-12-14,14.93,12.19,1.31,4.02
W01814,S005,2024-12-15,4.36,6.65,3.47,1.28
W01815,S005,2024-12-16,3.13,9.23,2.2,3.63
W01816,S005,2024-12-17,5.19,2.0,1.95,1.04
W01817,S005,2024-12-18,12.99,5.57,2.54,0.33
W01818,S005,2024-12-19,8.6,8.21,2.37,3.93
W01819,S005,2024-12-20,3.97,4.14,1.59,5.05
W01820,S005,2024-12-21,11.38,13.69,2.8,5.81
W01821,S005,2024-12-22,1.33,5.39,1.49,2.74
W01822,S005,2024-12-23,6.91,9.08,0.51,3.86
W01823,S005,2024-12-24,9.86,6.81,1.11,2.45
W01824,S005,2024-12-25,12.4,6.77,1.04,3.62
W01825,S005,2024-12-26,3.0,10.24,3.98,0
W01826,S005,2024-12-27,1.9,7.0,1.04,0
W01827,S005,2024-12-28,6.42,9.36,1.84,1.19
W01828,S005,2024-12-29,9.26,9.49,0.5,4.04
W01829,S005,2024-12-30,1.59,11.77,4.31,2.11
W01830,S005,2024-12-31,3.39,7.53,2.16,0
